Name of the body; position x; position y; position z; mass of the body
sun; 0.00876248; -0.00714821; -0.000183453; 39.4784
jupiter; -2.63702; 4.54572; 0.0401204; 0.0376937
saturn; 1.38821; 8.935; -0.210443; 0.0112863
uranus; 16.7557; -10.9321; -0.257932; 0.00172372
neptune; 19.217; -23.1533; 0.0340883; 0.00203369
sun; 0.00879084; -0.00713802; -0.000184225; 39.4784
jupiter; -2.6612; 4.53321; 0.0407132; 0.0376937
saturn; 1.36698; 8.93808; -0.209652; 0.0112863
uranus; 16.7634; -10.9207; -0.25799; 0.00172372
neptune; 19.2257; -23.1459; 0.0337343; 0.00203369
sun; 0.00881914; -0.0071277; -0.000184995; 39.4784
jupiter; -2.6853; 4.52057; 0.041305; 0.0376937
saturn; 1.34575; 8.94111; -0.208859; 0.0112863
uranus; 16.7711; -10.9093; -0.258048; 0.00172372
neptune; 19.2345; -23.1385; 0.0333803; 0.00203369
sun; 0.00884737; -0.00711725; -0.000185765; 39.4784
jupiter; -2.70933; 4.50781; 0.0418956; 0.0376937
saturn; 1.32451; 8.9441; -0.208065; 0.0112863
uranus; 16.7789; -10.8979; -0.258106; 0.00172372
neptune; 19.2432; -23.131; 0.0330263; 0.00203369
sun; 0.00887552; -0.00710667; -0.000186535; 39.4784
jupiter; -2.73328; 4.49492; 0.0424851; 0.0376937
saturn; 1.30326; 8.94704; -0.207271; 0.0112863
uranus; 16.7866; -10.8865; -0.258164; 0.00172372
neptune; 19.2519; -23.1236; 0.0326723; 0.00203369
sun; 0.00890362; -0.00709596; -0.000187303; 39.4784
jupiter; -2.75716; 4.48192; 0.0430734; 0.0376937
saturn; 1.28201; 8.94993; -0.206475; 0.0112863
uranus; 16.7943; -10.8751; -0.258222; 0.00172372
neptune; 19.2607; -23.1162; 0.0323183; 0.00203369
sun; 0.00893164; -0.00708512; -0.000188071; 39.4784
jupiter; -2.78097; 4.46879; 0.0436605; 0.0376937
saturn; 1.26075; 8.95277; -0.205678; 0.0112863
uranus; 16.802; -10.8637; -0.25828; 0.00172372
neptune; 19.2694; -23.1087; 0.0319643; 0.00203369
sun; 0.00895959; -0.00707416; -0.000188838; 39.4784
jupiter; -2.8047; 4.45555; 0.0442465; 0.0376937
saturn; 1.23948; 8.95557; -0.20488; 0.0112863
uranus; 16.8097; -10.8522; -0.258337; 0.00172372
neptune; 19.2782; -23.1013; 0.0316103; 0.00203369
sun; 0.00898747; -0.00706306; -0.000189604; 39.4784
jupiter; -2.82836; 4.44218; 0.0448313; 0.0376937
saturn; 1.2182; 8.95831; -0.204081; 0.0112863
uranus; 16.8174; -10.8408; -0.258395; 0.00172372
neptune; 19.2869; -23.0938; 0.0312562; 0.00203369
sun; 0.00901529; -0.00705184; -0.000190369; 39.4784
jupiter; -2.85194; 4.4287; 0.0454149; 0.0376937
saturn; 1.19692; 8.96101; -0.20328; 0.0112863
uranus; 16.8251; -10.8294; -0.258452; 0.00172372
neptune; 19.2956; -23.0864; 0.0309022; 0.00203369
sun; 0.00904303; -0.0070405; -0.000191133; 39.4784
jupiter; -2.87544; 4.41509; 0.0459972; 0.0376937
saturn; 1.17564; 8.96366; -0.202479; 0.0112863
uranus; 16.8328; -10.8179; -0.258509; 0.00172372
neptune; 19.3043; -23.0789; 0.0305482; 0.00203369
sun; 0.0090707; -0.00702902; -0.000191897; 39.4784
jupiter; -2.89887; 4.40137; 0.0465783; 0.0376937
saturn; 1.15434; 8.96627; -0.201677; 0.0112863
uranus; 16.8404; -10.8065; -0.258566; 0.00172372
neptune; 19.3131; -23.0715; 0.0301941; 0.00203369
sun; 0.0090983; -0.00701742; -0.000192659; 39.4784
jupiter; -2.92222; 4.38753; 0.0471582; 0.0376937
